,ZS_name,name,formatted_address,location,rating,user_ratings_total,formatted_phone_number
1921,U HERČÍKŮ,U Herčíků,"16, Vyhlídkova 313, 196 00 Praha-Čakovice, Czechia","{'lat': 50.1528424, 'lng': 14.5312971}",4.6,604.0,283 932 386
1922,U Horkých Pivní Senatorium - Jaroslav Kaláb,Horkých pivní sanatorium,"8, Koželužská 595, 180 00 Praha 8-Libeň, Czechia","{'lat': 50.1055191, 'lng': 14.4714886}",4.3,447.0,737 301 465
1923,U JAROLÍMKŮ,U Jarolímků,"40, Primátorská 241, 180 00 Praha 8-Libeň, Czechia","{'lat': 50.1137097, 'lng': 14.4729943}",4.4,644.0,283 841 447
1924,"U Kamenného stolu, a.s.",,,,,,
1925,U Karla IV.,,,,,,
1926,U KARLÍNSKÉHO PŘÍSTAVU,,,,,,
1927,U KARLOVA MOSTU,Archibald At The Charles Bridge,"15, Na Kampě 508, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.08593279999999, 'lng': 14.4086401}",4.6,501.0,257 531 430
1928,U Kiliána - restaurant a penzion,,,,,,
1929,U Koníčků,U Koníčků,"Českobrodská 64, 190 12 Praha-Dolní Počernice, Czechia","{'lat': 50.0865957, 'lng': 14.5733746}",4.8,116.0,281 932 365
1930,U KOSTELA,,,,,,
1931,U Kroka,U Kroka,"Vratislavova 28/12, 128 00 Praha 2, Czechia","{'lat': 50.06663959999999, 'lng': 14.4179497}",4.7,4117.0,775 905 022
1932,U KULHÁNKŮ,,,,,,
1933,U Malého Berlína,U Malého Berlína,"Šimáčkova 1450/9, 170 00 Praha 7-Holešovice, Czechia","{'lat': 50.1031622, 'lng': 14.4345575}",4.5,671.0,222 962 480
1934,U Malého Glena,U Malého Glena,"Karmelitská 374/23, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.08656999999999, 'lng': 14.4033198}",4.3,1906.0,257 531 717
1935,"U Matějíčků - Staročeská, s.r.o.",Restaurace U Matějíčků,"5, Náplavní 2011, 120 00 Praha 2-Nové Město, Czechia","{'lat': 50.0765919, 'lng': 14.4151047}",4.5,1004.0,224 917 136
1936,U MEDVÍDKŮ,Pivovar U Medvídků,"Na Perštýně 5, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0827638, 'lng': 14.4188931}",4.0,3557.0,224 211 916
1937,U MJR. ZEMANA,,,,,,
1938,U MODRÉ KACHNIČKY,,,,,,
1939,U PATRONA s.r.o.,,,,,,
1940,U PRAVDŮ,U Pravdů,"15, Žitná 1701, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0774956, 'lng': 14.4234156}",4.5,1989.0,222 233 915
1941,U RUDOLFA,,,,,,
1942,U SANÍ,U Saní,"Karlínské nám. 235/13, Karlín, 186 00 Praha-Praha 8, Czechia","{'lat': 50.0924843, 'lng': 14.4463253}",3.8,1402.0,224 815 702
1943,U SLÁDEČKŮ PLZEŇSKÁ RESTAURACE,U Sládečků,"142, Vinohradská 1575, Vinohrady, 130 00 Praha-Praha 3, Czechia","{'lat': 50.07773410000001, 'lng': 14.4623959}",4.2,703.0,267 310 378
1944,U SLÁMŮ,,,,,,
1945,U STARÉ STUDNY - Birmingham s.r.o.,,,,,,
1946,U SVĚTOBĚŽNÍKA,,,,,,
1947,U Svobodných Zednářů,Freemasonic Club Pub,"Týnská 10, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08860689999999, 'lng': 14.4237577}",4.1,227.0,222 315 165
1948,U ŠPIRKŮ - Restaurant & wine bar,ACTON sro,"Kožná, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.0860588, 'lng': 14.4210364}",,,224 210 071
1949,U ŠVEJKA,Original Švejk Hostinec U Kalicha,"Na Bojišti 12, Nové Město, 120 00 Praha-Praha 2, Czechia","{'lat': 50.07341650000001, 'lng': 14.4280163}",3.8,1040.0,224 912 557
1950,U TŘÍ BOJOVNÍKŮ s.r.o.,,,,,,
1951,U Vašků - František Vašek,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
1952,"U Vejdů, s.r.o.",,,,,,
1953,U VEJVODŮ,,,,,,
1954,U ZAVĚŠENÝHO KAFE,605 294,"605 294, 252 16 Nučice, Czechia","{'lat': 50.0090741, 'lng': 14.1954979}",,,
1955,U ZLATÉ STUDNĚ,Golden Well Hotel Prague,"U Zlaté studně 166/4, 118 01 Praha 1-Malá Strana, Czechia","{'lat': 50.0896728, 'lng': 14.4050135}",4.8,129.0,257 011 213
1956,U Zlatého slona,Pivnice „U zlatého slona“,"Havelská 9, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.0848503, 'lng': 14.420805}",4.4,1271.0,224 222 046
1957,U Zlatých ručiček,,,,,,
1958,U Žíznivého jelena,,,,,,
1959,UBYTOVNA,,,,,,
1960,ULTRAMARIN - GRILL RESTAURANT A COCKTAIL BAR,,,,,,
1961,UNIVERSAL,,,,,,
1962,Universal Restaurant,,,,,,
1963,"UNIVERSÁLNÍ, spol. s r.o.",,,,,,
1964,USEDLOST LADRONKA,GEFCO - HQ Praha,"Futurama Business Park, Sokolovská 668/136D, 186 00 Praha 8-Karlín, Czechia","{'lat': 50.0955234, 'lng': 14.4635328}",4.3,21.0,844 444 844
1965,V-Café Bar & Restaurant,V-Café Bar & Restaurant,"46, Žitná 572, Nové Město, 120 00 Praha-Praha 2, Czechia","{'lat': 50.07707300000001, 'lng': 14.4289235}",4.5,42.0,222 923 143
1966,V. kolona,club V.kolona,"Ústavní 249, 181 02 Praha 8-Bohnice, Czechia","{'lat': 50.1344337, 'lng': 14.4187473}",4.6,340.0,777 913 058
1967,"V.M.O., s.r.o.",,,,,,
1968,Václav Bašta,,,,,,
1969,Václav Borovička,Sushi upgrade,"Na Spojce 8/87, 101 00 Praha 10-Vršovice, Czechia","{'lat': 50.06760190000001, 'lng': 14.4566508}",4.6,173.0,224 282 890
1970,Václav Koubek s.r.o.,,,,,,
1971,Václav RŮŽIČKA,,,,,,
1972,Václav Růžička,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1973,Vagon Kafe,,,,,,
1974,"VALČÍK, s.r.o.",Restaurace U Přístavu,"U Malé řeky 623, 156 00 Praha-Zbraslav, Czechia","{'lat': 49.974498, 'lng': 14.3966478}",4.3,507.0,257 923 708
1975,Valcha Restaurant,605 420,"605 420, 252 16 Nučice, Czechia","{'lat': 50.0090741, 'lng': 14.1954979}",,,
1976,VALMONT s.r.o.,Kotelna,"4, Jiříčkové 3269, 106 00 Praha 10-Záběhlice, Czechia","{'lat': 50.0535085, 'lng': 14.505017}",4.2,508.0,272 659 683
1977,VALNUT s.r.o.,233 378,"233 378, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1978,Valoria Castle & Garden Restaurant,,,,,,
1979,Vegetarian Club GOURANGA,,,,,,
1980,Vegetariánská Restaurace GOPÁL,,,,,,
1981,Vegetariánská restaurace Maranatha,Maranatha,"Brumlovka, BB Centrum, Vyskočilova 1100/2, 140 00 Praha 4, Czechia","{'lat': 50.0473297, 'lng': 14.4550288}",4.4,171.0,234 749 822
1982,VEGETKA,Vegetka,"Kafkova 16, 160 00 Praha 6-Dejvice, Czechia","{'lat': 50.0987465, 'lng': 14.3973611}",4.4,251.0,776 139 568
1983,Vego Prague - foreign companies contact:,,,,,,
1984,Velká klášterní restaurace,,,,,,
1985,VeMa gastro s.r.o.,,,,,,
1986,VeMa gastro s.r.o.,Pension Varšavjanka,"Harrachov 219, 512 46 Harrachov, Czechia","{'lat': 50.77164450000001, 'lng': 15.4305256}",3.9,311.0,773 622 626
1987,"Veniro, s.r.o.",,,,,,
1988,VENTURA s.r.o.,,,,,,
1989,"VENTURA, spol. s r.o.","Ventura, spol. S R.o.","3, Vrázova 2144, Smíchov, 150 00 Praha-Praha 5, Czechia","{'lat': 50.07113239999999, 'lng': 14.408221}",,,257 311 272
1990,"VENTURA, spol. s r.o.","Ventura, spol. S R.o.","Filmařská 19, 152 00 Praha 5-Barrandov, Czechia","{'lat': 50.0302674, 'lng': 14.3931068}",,,251 551 899
1991,"VENTURA, spol. s r.o.",,,,,,
1992,"VENTURA, spol. s r.o.",,,,,,
1993,VĚRA JETELOVÁ,,,,,,
1994,VERMEER RESTAURANT,,,,,,
1995,Veronika Kadeřábková,,,,,,
1996,Veronika Svobodová,,,,,,
1997,Veselý bizon,Spousta Martin,"44, Štefánikova 319, Smíchov, 150 00 Praha-Praha 5, Czechia","{'lat': 50.0773531, 'lng': 14.4044397}",,,257 318 894
1998,"Victory travel, s.r.o.",U Zvoničky,"Kotojedy 2, 767 01 Kroměříž, Czechia","{'lat': 49.27538879999999, 'lng': 17.4025478}",4.1,55.0,739 237 319
1999,Vidličky a nože,Smíchovské Vidličky a nože,"Vodní 11, Smíchov, 150 00 Praha-Praha 5, Czechia","{'lat': 50.0782488, 'lng': 14.406298}",4.5,1475.0,725 760 125
2000,Vidličky a nože,606 86,"606 86, Praha 17, Czechia","{'lat': 50.0768863, 'lng': 14.2952124}",,,
2001,Viktor Furman,,,,,,
2002,VIKTOR KRÁTKÝ,Viktor Krátký,"63, Štěpánská 626, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0812088, 'lng': 14.4270148}",,,296 236 051
2003,Viktor Šefl,U Modré Kachničky,"Nebovidská 460/6, 118 00 Praha 1-Malá Strana, Czechia","{'lat': 50.08476100000001, 'lng': 14.405735}",4.7,705.0,257 320 308
2004,VILLA RICHTER,,,,,,
2005,VILLA RICHTER RESTAURANT,,,,,,
2006,VINÁRNA U SUDU,U Sudu Wine Bar,"Vodičkova 677/10, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0788963, 'lng': 14.4222265}",4.2,2527.0,222 232 207
2007,VINIČNÍ ALTÁN,,,,,,
2008,VINNÝ RESTAURANT U RYCHLÉ ŽENY,,,,,,
2009,VINNÝ RESTAURANT U ZLATÉHO LVA,,,,,,
2010,VINOHRADSKÁ RESTAURACE,,,,,,
2011,Vinohradský parlament,Vinohradský Parlament Restaurant,"Korunní 1, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.07542289999999, 'lng': 14.438329}",4.4,5083.0,224 250 403
2012,"Vinotel, s.r.o.",,,,,,
2013,Vít Pecka,Vít Pecka,"5, Staromlýnská 621, 190 00 Praha 9, Czechia","{'lat': 50.1091147, 'lng': 14.4986079}",5.0,2.0,283 893 019
2014,Vítězslav Votava,U Houdků,"Bořivojova 693/110, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.0824601, 'lng': 14.445716}",4.4,1905.0,222 711 239
2015,VIZD s.r.o.,,,,,,
2016,Vladimír Šalanský,,,,,,
2017,VLADIMÍR URBAN,,,,,,
2018,Vladimíra SCHNABELOVÁ,,,,,,
2019,Vodácká krčma U Sváry,102,"102, 159 00 Praha-Zbraslav, Czechia","{'lat': 49.9916813, 'lng': 14.3990035}",,,
2020,VORIMEX spol. s r.o.,,,,,,
2021,VYŠEHRADSKÝ RESTAURANT KANDELÁBR,Restaurant Kandelábr,"QUBIX Office Building, Štětkova 1638/18, 140 00 Praha 4-Nusle, Czechia","{'lat': 50.0597954, 'lng': 14.4299748}",4.2,1679.0,730 517 477
2022,Výtopna Railway Restaurant - Václavské náměstí,Výtopna Railway Restaurant - Wenceslas Square,"Václavské nám. 802/56, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.08020020000001, 'lng': 14.4285602}",4.1,3977.0,775 444 554
2023,WAIKIKI,Waikiki,"B, Vršovické nám. 111, 101 00 Praha 10-Vršovice, Czechia","{'lat': 50.068502, 'lng': 14.4534809}",4.1,304.0,271 741 082
2024,Waipawa,,,,,,
2025,WASABI s.r.o.,,,,,,
2026,WELL DAY s.r.o.,,,,,,
2027,WIGWAM,,,,,,
2028,Wine Food Market s.r.o.,,,,,,
2029,"Wine Society, s.r.o.",,,,,,
2030,XIN HUA DA s.r.o.,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
2031,XL Restaurant Grill & Bar,XL Restaurant Grill & Bar,"Klecandova 1, 149 00 Praha 11-Chodov, Czechia","{'lat': 50.0336612, 'lng': 14.5042958}",4.5,1678.0,228 226 810
2032,Y.P.INTERNATIONAL TRADING s.r.o.,,,,,,
2033,Yam yam,,,,,,
2034,Yam yam,,,,,,
2035,Yam Yam Delicates s.r.o.,Yam Yam,"5. května 1670, 14000, 140 00 Praha 4-Nusle, Czechia","{'lat': 50.06306470000001, 'lng': 14.4300793}",4.1,1629.0,774 844 443
2036,Yamato Restaurant,Yamato,"U Kanálky 14, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.07844529999999, 'lng': 14.4461081}",4.7,290.0,222 212 617
2037,Yami Sushi House,Yami Sushi House,"3, Masná 1051, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.0894269, 'lng': 14.4235624}",4.6,1295.0,222 312 756
2038,"Yong DA, s.r.o.",Golden Sun,"Sídl. Pražská 2902, 580 01 Havlíčkův Brod, Czechia","{'lat': 49.6115785, 'lng': 15.5757799}",4.3,581.0,569 434 456
2039,Yun Hui SUN - ZAHRADA,Restaurace BAIFU,"Keramická 344/2, 170 00 Praha 7-Bubeneč, Czechia","{'lat': 50.1013161, 'lng': 14.4219938}",3.4,47.0,233 379 656
2040,ZA POŘÍČSKOU BRÁNOU 16,,,,,,
2041,ZÁMECKÁ RESTAURACE KOTVA,Restaurace U Přístavu,"U Malé řeky 623, 156 00 Praha-Zbraslav, Czechia","{'lat': 49.974498, 'lng': 14.3966478}",4.3,507.0,257 923 708
2042,ZANZIBAR,,,,,,
2043,"Zátiší Catering Group, a.s.",,,,,,
2044,Zbyněk Bernard,U Dudáka,"10, Rokycanova 923, Žižkov, 130 00 Praha-Praha 3, Czechia","{'lat': 50.0841285, 'lng': 14.4550862}",4.1,298.0,222 722 799
2045,Zbyněk Bubla,Na terase,"6, Brandlova 1639, 149 00 Praha 11-Chodov, Czechia","{'lat': 50.0326408, 'lng': 14.5153879}",4.2,73.0,777 658 414
2046,ZDENĚK HOUŠKA,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
2047,Zdeněk Píta,,,,,,
2048,Zdeněk Seidl,,,,,,
2049,Zdeněk SUSA - VINEČKO,Vinárna Vínečko,"Londýnská 135/29, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0724542, 'lng': 14.4343171}",4.5,444.0,222 511 035
2050,Zdenek's Oyster Bar,Zdenek's Oyster Bar,"Malá Štupartská 636/5, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0883033, 'lng': 14.4243325}",4.4,389.0,725 946 250
2051,Zebra Asian noodle bar,Zebra | Steak & Noodle Bar,"Melantrichova 504/5, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0852229, 'lng': 14.4211957}",4.2,1329.0,777 873 333
2052,Zebra Express,611,"611, Czechia","{'lat': 50.1396579, 'lng': 14.8811252}",,,
2053,Zelená kuchyně s.r.o.,,,,,,
2054,ZELENÁ ZAHRADA - RESTAURANT BAR,Zelená Zahrada,"12, Šmilovského 1427, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.0708053, 'lng': 14.4429241}",4.5,793.0,222 518 159
2055,ZEMĚDĚLSKÁ A.S.,,,,,,
2056,"ZHOU & SHAN TRADING, s.r.o.","Zhou & Shan Trading, S.r.o.","Mladoboleslavská 157, 190 17 Praha-Vinoř, Czechia","{'lat': 50.1427878, 'lng': 14.5786505}",,,286 850 005
2057,"ZINC RESTAURANT, LOUNGE & BAR",Zinc Restaurant,"V Celnici 7, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.08865300000001, 'lng': 14.431708}",4.4,99.0,221 822 300
2058,Zlatá Kovadlina - restaurace a bowling,,,,,,
2059,Zlatá ulička Anděl s.r.o.,,,,,,
2060,Zlatá ulička Praha s.r.o.,,,,,,
2061,Zlaté služby s.r.o.,,,,,,
2062,ZLATÝ KLAS,Restaurant Zlatý Klas s.r.o.,"Radlická 608/2, Smíchov, 150 00 Praha-Praha 5, Czechia","{'lat': 50.0716289, 'lng': 14.4003402}",4.3,2544.0,251 562 539
2063,Zorto Restaurant,Zorto Restaurant,"6, Nekázanka 2037, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0854106, 'lng': 14.4273927}",4.0,462.0,224 240 783
2064,ZTRACENÝ RÁJ s.r.o.,,,,,,
2065,Ztracený ráj s.r.o.,,,,,,
2066,Zuzana Křížová,Zuzana Křížová,"18, Za Zelenou liškou 477, 140 00 Praha 4-Krč, Czechia","{'lat': 50.0471478, 'lng': 14.4451474}",,,220 516 652
2067,ŽELEZNÁ SPARTA,,,,,,
2068,Želivárna,Želivárna,"184, Vinohradská 2396, 130 52 Praha 3-Vinohrady, Czechia","{'lat': 50.0780741, 'lng': 14.4721384}",4.1,1885.0,778 409 809
2069,ŽERNOSECKÁ RESTAURACE-D+K spol. s r.o.,"D+K, spol. s r.o.","1, Šimůnkova 1625, 182 00 Praha 8, Czechia","{'lat': 50.1330331, 'lng': 14.47027}",,,286 585 291
2070,Žižkovský Restaurant Olše,Plzeňka Olše,"Táboritská 17/26, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.0823089, 'lng': 14.4575761}",4.2,1219.0,725 125 324
2071,A Plus Hostel,A Plus Hostel,"Jindřišská 901/5, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08325, 'lng': 14.4269733}",3.7,610.0,222 314 272
2072,Art Restaurant Mánes,Art Restaurant Mánes,"Masarykovo nábř. 250/1, 110 00 Praha-Praha 1, Czechia","{'lat': 50.07735489999999, 'lng': 14.4133495}",4.4,767.0,730 150 772
2073,BISTRO 66,OBLACA restaurant,"Mahlerovy sady 1, Žižkov, 130 00 Praha-Praha 3, Czechia","{'lat': 50.08103, 'lng': 14.451122}",4.3,1062.0,210 320 086
2074,BOKOVKA,,,,,,
2075,BRASILEIRO RESTAURANTE,,,,,,
2076,Burger King 28. Října 12,606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
2077,Burger King Autobusové nádraží Florenc,,,,,,
2078,Burger King Galerie Harfa,Burger King,"Českomoravská 2420/15a, 190 93 Praha-Praha 9, Czechia","{'lat': 50.10382449999999, 'lng': 14.4912498}",3.9,312.0,725 791 981
2079,Burger King Horní Počernice D11,Burger King,"Olomoucká 2332 Odpočívadlo na 3. km, D11, 193 00 Praha-Praha 20, Czechia","{'lat': 50.1081527, 'lng': 14.6384878}",4.0,1777.0,606 054 243
2080,Burger King I.P. Pavlova,Burger King I.P. Pavlova,"Jugoslávská 675/31, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0756287, 'lng': 14.4308922}",3.7,608.0,721 030 740
2081,Burger King Letiště Terminál 1,Burger King Letiště Terminál 1,"Aviatická, 161 08 Praha-Praha 6, Czechia","{'lat': 50.108361, 'lng': 14.267917}",3.0,4.0,220 113 474
2082,Burger King Letiště Terminál 2,,,,,,
2083,Burger King Metropole Zličín,,,,,,
2084,Burger King OC Letňany,,,,,,
2085,Burger King Palladium,,,,,,
2086,Cigar Club Restaurace,,,,,,
2087,ČERVENÁ SEDMA - RESTAURACE A BAR PRAHA 1,Červená sedma,"5, Na Kampě 453, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.0862563, 'lng': 14.4083834}",3.6,413.0,257 530 469
2088,ČESTR RESTAURACE,Restaurants In,"8, Třebízského 1391, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.0771349, 'lng': 14.4437101}",4.0,1.0,222 727 851
2089,Čínská restaurace Broskev,Čínská restaurace Broskev,"Tuklatská 2105/3, Strašnice, 100 00 Praha-Praha 10, Czechia","{'lat': 50.0781502, 'lng': 14.4992894}",4.3,150.0,773 617 419
2090,El Mercado Argentino,,,,,,
2091,Globus Fresh Pankrác - ZAVŘENO,111 420,"111 420, 257 26 Divišov, Czechia","{'lat': 49.7941437, 'lng': 14.8832502}",,,
2092,Grand Hotel Bohemia,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
2093,Hard Rock Cafe,Hard Rock Cafe,"Dům U Rotta, Malé Nám. 3, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08667429999999, 'lng': 14.4192144}",4.4,14582.0,228 880 818
2094,"HAVELSKÁ KORUNA, s.r.o.","420, 331 224","420, 331 224, Krauzovna, 277 41 Kly, Czechia","{'lat': 50.3105574, 'lng': 14.5177591}",,,
2095,Hostinec u Tepláře,U Templáře,"17, Masná 698, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0897429, 'lng': 14.4252712}",4.3,842.0,222 325 296
2096,Hotel HAŠTAL Prague Old Town ****,,,,,,
2097,Hotel MERITUM***,,,,,,
2098,Jan ŠEBA,243,"243, Czechia","{'lat': 50.1751337, 'lng': 14.4841392}",,,
2099,Jiřina Procházková - Vinný restaurant U ZLATÉHO LVA,,,,,,
2100,Josef Křen - Starosuchdolská restaurace,Zemní Práce Strojem Křen Josef,"4, Ke Kozím hřbetům 3, 165 00 Praha-Suchdol, Czechia","{'lat': 50.1401247, 'lng': 14.3717339}",,,220 923 141
2101,K.F.C. spol. s r.o.,,,,,,
2102,Kavárna Liberica Cafe,605 482,"605 482, 252 16 Nučice, Czechia","{'lat': 50.0090741, 'lng': 14.1954979}",,,
2103,KFC,KFC Čakovice DT,"Kostelecká, 196 00 Praha-Praha-Čakovice, Czechia","{'lat': 50.149082, 'lng': 14.504502}",4.1,295.0,607 279 479
2104,KFC,KFC Čakovice DT,"Kostelecká, 196 00 Praha-Praha-Čakovice, Czechia","{'lat': 50.149082, 'lng': 14.504502}",4.1,295.0,607 279 479
2105,KFC Čakovice DT,KFC Čakovice DT,"Kostelecká, 196 00 Praha-Praha-Čakovice, Czechia","{'lat': 50.149082, 'lng': 14.504502}",4.1,295.0,607 279 479
2106,KFC OC Šestka,KFC OC Šestka,"Fajtlova 1090/1, 161 00 Praha-Praha 6, Czechia","{'lat': 50.09349109999999, 'lng': 14.2904757}",3.7,172.0,722 501 403
2107,KFC Praha Airport,KFC Praha Airport,"Aviatická 1017/2, 161 00 Praha-Praha 6, Czechia","{'lat': 50.1069253, 'lng': 14.2670913}",3.8,1144.0,727 977 453
2108,KFC Praha Arkády Pankrác,KFC Praha Arkády Pankrác,"Na Pankráci 1727 86, Nusle, 140 00 Praha-Praha 4, Czechia","{'lat': 50.05133989999999, 'lng': 14.437377}",3.6,372.0,725 813 462
2109,KFC Praha Butovice Galerie,"420, 611 73","420, 611 73, 290 01 Poděbrady, Czechia","{'lat': 50.1329337, 'lng': 15.095968}",,,
2110,KFC Praha CČM,KFC,"Chlumecká 765/6, Černý Most, 190 00 Praha-Praha 14, Czechia","{'lat': 50.10849709999999, 'lng': 14.5859449}",4.0,939.0,724 604 248
2111,KFC Praha Centrum Stromovka,KFC Praha Centrum Stromovka,"Veletržní 24, Holešovice, 170 00 Praha-Praha 7, Czechia","{'lat': 50.1021927, 'lng': 14.4301501}",3.2,66.0,702 200 649
2112,KFC Praha Eden,KFC Praha Eden,"U Slavie 1527, Vršovice, 100 00 Praha-Praha 10, Czechia","{'lat': 50.06751799999999, 'lng': 14.469116}",3.7,447.0,720 951 099
2113,KFC Praha Europark Štěrboholy,"420, 611 75","420, 611 75, 290 01 Poděbrady, Czechia","{'lat': 50.1329337, 'lng': 15.095968}",,,
2114,KFC Praha Evropská,KFC,"Etiopská 686/3, 160 00 Praha-Praha 6, Czechia","{'lat': 50.09684749999999, 'lng': 14.3544211}",3.9,1688.0,724 604 212
2115,KFC Praha Fénix,KFC Praha Fénix,"Freyova 945/35, 190 00 Praha-Praha 9, Czechia","{'lat': 50.1102918, 'lng': 14.5015949}",3.8,269.0,601 129 690
2116,KFC Praha Flora,KFC,"Vinohradská 151, Žižkov, 130 00 Praha-Praha 3, Czechia","{'lat': 50.07823359999999, 'lng': 14.4616385}",3.5,458.0,724 604 246
2117,KFC Praha Globus Zličín,KFC,"Sárská 124, 150 00 Praha-Zličín, Czechia","{'lat': 50.0526302, 'lng': 14.2924251}",3.9,1446.0,724 604 217
2118,KFC Praha Harfa,KFC,"Českomoravská 2420/14a, 190 93 Praha-Praha 9, Czechia","{'lat': 50.10382449999999, 'lng': 14.4912498}",3.6,403.0,725 792 191
2119,KFC Praha Chodov,"420, 611 93","420, 611 93, 290 01 Poděbrady, Czechia","{'lat': 50.1329337, 'lng': 15.095968}",,,
2120,KFC Praha I. P. Pavlova,KFC,"Jugoslávská 8, Nové Město, 120 00 Praha-Praha 2, Czechia","{'lat': 50.07527150000001, 'lng': 14.4316349}",3.9,2859.0,724 604 203
2121,KFC Praha Kačerov,,,,,,
2122,KFC Praha Karlovarská DT,KFC Praha Karlovarská DT,"Karlovarská 1711/99a, Řepy, 163 00 Praha-Praha 17, Czechia","{'lat': 50.0767505, 'lng': 14.3051065}",4.1,436.0,702 268 931
2123,KFC Praha Krakov,KFC Praha Krakov,"Lodžská 850/6, 181 00 Praha-Praha 8, Czechia","{'lat': 50.1277807, 'lng': 14.4173728}",3.6,345.0,702 169 568
2124,KFC Praha Ládví,KFC Praha Ládví,"Střelničná 1660, 182 00 Praha-Praha 8, Czechia","{'lat': 50.12732, 'lng': 14.469006}",3.9,318.0,702 200 812
2125,KFC Praha Letňany (u Kina),KFC Praha Letňany (u Kina),"Veselská 669, 199 00 Praha-Praha 18, Czechia","{'lat': 50.1366313, 'lng': 14.5022341}",4.1,49.0,725 864 185
2126,KFC Praha Lužiny,KFC Praha Lužiny,"Archeologická 2256/1, 155 00 Praha-Praha 13, Czechia","{'lat': 50.0440619, 'lng': 14.3315348}",3.4,111.0,702 211 208
2127,KFC Praha Metropole Zličín,"420, 611 76","420, 611 76, 290 01 Poděbrady, Czechia","{'lat': 50.1329337, 'lng': 15.095968}",,,
2128,KFC Praha Nový Smíchov,"420, 611 74","420, 611 74, 290 01 Poděbrady, Czechia","{'lat': 50.1329337, 'lng': 15.095968}",,,
2129,KFC Praha Palladium,KFC,"Náměstí Republiky 1, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0893326, 'lng': 14.4298125}",3.8,761.0,725 031 843
2130,KFC Praha Prague Gate,KFC,"Türkova 5, Chodov, 149 00 Praha-Praha 11, Czechia","{'lat': 50.03677500000001, 'lng': 14.4933233}",3.5,2080.0,724 604 213
2131,KFC Praha Štěrboholská DT,,,,,,
2132,"KONDORA, spol. s r.o.",,,,,,
2133,L'Osteria Prag Palác Národní,233 323,"233 323, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
2134,La Bodeguita Del Medio,Cohiba Atmosphere bar,"5, Kaprova 19, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0885206, 'lng': 14.4171636}",4.3,36.0,224 813 922
2135,LA CASA ARGENTINA,"Tech Gastro, spol. S R.o.","35, Dlouhá 730, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0908135, 'lng': 14.4263123}",,,222 311 512
2136,LA CASA DEL HABANO,La Casa Argentina,"Dlouhá 35, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0908135, 'lng': 14.4263123}",4.3,2450.0,222 311 512
2137,LA DEGUSTATION BOHÉME BOURGEOISE,Timetravel,"Haštalská, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.09117759999999, 'lng': 14.4249395}",,,222 311 234
